ANO,CNPJ_CIA,SETOR_ATIV,Receitas,VAB,VALP,VATD,Distribuição,Pessoal,Governo,RCT,RCP,Outros,Dist_Relat
2023,86.375.425/0001-09,Metalurgia e Siderurgia,687821.83,235656.15,223173.86,267283.78,267283.78,108266.57,57583.91,14155.27,87278.02,0,0.459426032378107
2022,19.526.748/0001-50,Têxtil e Vestuário,372810,104599,97873,129815,129815,48026,17657,41684,22448,0,0.459143968871595
2019,08.078.847/0001-09,Construção Civil Mat. Constr. e Decoração,173826,89645,68687,93131,93131,41155,37435,17317,-2776,0,0.459088627363489
2013,22.677.520/0001-76,Têxtil e Vestuário,2788871,993860,887041,941313,941313,455937,278391,231538,-24553,0,0.458753748012799
2022,26.659.061/0001-59,Serviços Médicos,1052154,828458,749930,775856,775856,379949,206817,240456,-51366,0,0.458621921690659
2021,20.258.278/0001-70,Comércio (Atacado e Varejo),994946,436265,408586,431356,431356,200076,76941,40382,113957,0,0.458611165232141
2023,02.302.101/0001-42,Energia Elétrica,708162,374574,367482,451714,451714,171667,120691,8876,150480,0,0.458299294665407
2018,04.031.960/0001-70,Sem Setor Principal,138127,32391,31523,58194,58194,14837,14063,208161,-178867,0,0.458059337470285
2012,53.113.791/0001-22,Comunicação e Informática,1513303,1033149,951921,994194,994194,473051,244911,69084,207148,0,0.457872968952203
2022,08.402.943/0001-52,Têxtil e Vestuário,9943586,3501003,2901597,3155481,3155481,1602558,954104,546839,49381,2599,0.457742538352581
2016,28.127.603/0001-78,Bancos,3279291,739821,707670,707670,707670,338619,200382,22921,145748,0,0.457703958119599
2021,26.659.061/0001-59,Serviços Médicos,800055,638343,573361,611134,611134,292037,149761,109795,59541,0,0.457492288628527
2012,02.932.074/0001-91,Farmacêutico e Higiene,4833462,1550930,1453251,1657912,1657912,709169,69325,675505,203913,0,0.457254034675969
2018,02.762.121/0001-04,Serviços Transporte e Logística,1064082,644387,520221,545467,545467,294576,149283,98629,2979,0,0.457141438297172
2023,12.648.266/0001-24,Saneamento Serv. Água e Gás,5392883,3545298,3131776,3597888,3597888,1620062,849576,1071601,56649,0,0.456960740676806
2014,84.693.183/0001-68,Metalurgia e Siderurgia,887533,341376,306757,371573,371573,155949,74042,87514,54068,0,0.456824732845894
2009,51.928.174/0001-50,Máquinas Equipamentos Veículos e Peças,759058,329343,295882,304397,304397,150392,95458,48435,10112,0,0.456642466972123
2014,61.065.298/0001-02,Metalurgia e Siderurgia,572402,216819,197218,200044,200044,98990,107568,37841,-44355,0,0.456555929139051
2015,67.010.660/0001-24,Construção Civil Mat. Constr. e Decoração,539752,51622,45306,94374,94374,23563,39109,21672,10030,0,0.456452675215993
2023,09.478.309/0001-66,Energia Elétrica,913059,558134,156586,241708,241708,254729,192368,141778,-347167,0,0.456393984240344
2017,59.105.999/0001-86,Máquinas Equipamentos Veículos e Peças,11773307,3011877,2804652,3539098,3539098,1374138,1086038,651276,435859,-8213,0.456239746842252
2022,16.676.520/0001-59,Serviços Médicos,1875146,1039909,943579,1033720,1033720,474444,184801,251766,122709,0,0.456236074502673
2020,89.463.822/0001-12,Máquinas Equipamentos Veículos e Peças,197837,55023,48620,218567,218567,25098,18960,153931,20578,0,0.456136524726024
2014,42.278.473/0001-03,Seguradoras e Corretoras,282210,233588,232159,245997,245997,106536,52479,1922,85060,0,0.456085072863332
2013,07.689.002/0001-89,Máquinas Equipamentos Veículos e Peças,15163072,5194257,4560949,4906278,4906278,2368524,1125964,625380,786410,0,0.455988989378077
2015,47.960.950/0001-21,Comércio (Atacado e Varejo),10090367,2042334,1916533,2122435,2122435,930791,355883,901366,-65605,0,0.455748667945596
2019,89.850.341/0001-60,Têxtil e Vestuário,2393133,1206949,1131552,1432443,1432443,549931,260659,126899,494954,0,0.455637313589887
2014,88.610.126/0001-29,Máquinas Equipamentos Veículos e Peças,987131,426629,388624,458662,458662,194375,137454,81722,45111,0,0.455606627772608
2016,07.718.269/0001-57,Têxtil e Vestuário,2609735,1002965,925304,959541,959541,456781,183287,325814,-6341,0,0.4554306481283
2010,17.193.806/0001-46,Intermediação Financeira,926957,169574,167960,190422,190422,77206,36612,4655,71949,0,0.455293854010638
2016,92.929.520/0001-00,Máquinas Equipamentos Veículos e Peças,19771,19771,18823,21981,21981,8998,11446,3983,-2446,0,0.455111021192656
2016,15.141.799/0001-03,Metalurgia e Siderurgia,1343074,502498,423890,473404,473404,228595,160471,14156,70182,0,0.454917233501427
2020,12.648.266/0001-24,Saneamento Serv. Água e Gás,800366,573005,504577,521974,521974,260652,144603,67196,49523,0,0.454886083018473
2019,06.981.381/0001-13,Agricultura (Açúcar Álcool e Cana),202990,132333,99932,122652,122652,60163,27578,11314,23597,0,0.454633386985861
2018,60.770.336/0001-65,Bancos,1002747,174345,172745,172745,172745,79237,34060,6307,53141,0,0.454483925549915
2015,61.486.650/0001-83,Serviços Médicos,3151074,1503768,1317671,1426738,1426738,683398,366774,352362,24204,0,0.454457070505557
2010,60.840.055/0001-31,Serviços Médicos,914364,545184,512212,568428,568428,247755,124096,66576,130001,0,0.454442903680225
2018,84.429.695/0001-11,Máquinas Equipamentos Veículos e Peças,13415555,5807882,5490859,6371962,6371962,2639287,1454946,933581,1344148,0,0.454431925442011
2014,88.610.191/0001-54,Têxtil e Vestuário,490493,175912,164148,191811,191811,79913,72801,67819,-28722,0,0.454278275501387
2018,28.195.667/0001-06,Bancos,674029,674029,674029,674029,674029,306165,-48611,0,416475,0,0.454231197767455
2013,53.113.791/0001-22,Comunicação e Informática,1733401,1171606,1089048,1128790,1128790,532000,269382,104308,223100,0,0.454077565324862
2014,60.840.055/0001-31,Serviços Médicos,1821714,1069036,954847,1021499,1021499,485371,184260,266066,85802,0,0.454026805458376
2023,32.785.497/0001-97,Farmacêutico e Higiene,32811076,10645572,9057716,25650897,25650897,4833357,4104036,13738994,2974510,0,0.454025110158477
2014,51.928.174/0001-50,Máquinas Equipamentos Veículos e Peças,847486,422098,376960,379200,379200,191608,158480,105365,-76253,0,0.453941975560178
2014,15.527.906/0001-36,Agricultura (Açúcar Álcool e Cana),4712543,1293119,643458,843426,843426,586994,579395,1143836,-1466799,0,0.453936567322884
2020,61.079.117/0001-05,Têxtil e Vestuário,4015034,2051858,1890251,1972072,1972072,931405,603168,310613,126886,0,0.453932484606635
2022,56.720.428/0001-63,Máquinas Equipamentos Veículos e Peças,1878559,657774,607028,631730,631730,298408,92414,26352,214556,0,0.453663416310161
2019,88.613.658/0001-10,Têxtil e Vestuário,614655.51,178318.81,155093.8,167005.17,167005.17,80894.67,31803.44,16122.09,38184.97,0,0.453651917035561
2018,28.127.603/0001-78,Bancos,2535496,780614,743288,743288,743288,354101,212714,22740,153733,0,0.453618561798789
2021,84.429.695/0001-11,Máquinas Equipamentos Veículos e Peças,26495863,11457222,10937044,12297896,12297896,5196751,2611530,832135,3657480,0,0.453578624905758
2023,09.288.252/0001-32,Educação,3842413,2749275,2214844,2376480,2376480,1245270,411336,933046,-213172,0,0.452944867283193
2017,84.429.695/0001-11,Máquinas Equipamentos Veículos e Peças,10723565,4776524,4492649,5344501,5344501,2162737,1209491,831331,1140942,0,0.45278470285086
2019,60.398.369/0004-79,Metalurgia e Siderurgia,6232348,523842,357653,1128538,1128538,237057,196852,719704,-25075,0,0.452535306447364
2015,07.718.269/0001-57,Têxtil e Vestuário,2555588,981333,902646,1031457,1031457,443830,232223,332827,22577,0,0.452272572103455
2011,88.610.126/0001-29,Máquinas Equipamentos Veículos e Peças,700617,306974,283883,342978,342978,138819,112197,47716,44246,0,0.452217451640856
2015,60.840.055/0001-31,Serviços Médicos,2044029,1264473,1142016,1226816,1226816,571733,203133,344607,107343,0,0.452151212402321
2009,14.807.945/0001-24,Petroquímicos e Borracha,357398,127192,113342,115099,115099,57507,54180,39359,-35947,0,0.452127492295113
2010,04.821.041/0001-08,Máquinas Equipamentos Veículos e Peças,966269,190459,169755,256240,256240,86106,17450,81867,70817,0,0.452097301781486
2020,89.850.341/0001-60,Têxtil e Vestuário,2153468,1080860,984738,1372024,1372024,488546,234835,243437,405206,0,0.451997483485373
2011,08.723.106/0001-25,Hospedagem e Turismo,186931,70147,52186,73414,73414,31703,12892,17490,11329,0,0.451950903103483
2013,25.329.319/0001-96,Têxtil e Vestuário,2809482,1011858,904391,957594,957594,457124,279515,233905,-12950,0,0.451766947536117
2019,61.486.650/0001-83,Serviços Médicos,4757671,2445434,1978408,2068682,2068682,1104713,463675,370072,130222,0,0.451745170795859
2014,02.916.265/0001-60,Alimentos,122584144,26234400,23687623,30014188,30014188,11846712,5011202,10749847,2406427,0,0.451571676882261
2020,02.762.121/0001-04,Serviços Transporte e Logística,1081852,702641,550278,561723,561723,317276,161375,96833,-13761,0,0.451547803216721
2019,47.508.411/0001-56,Comércio (Atacado e Varejo),62176000,10868000,9309000,10144000,10144000,4907000,2688000,1713000,836000,0,0.451509017298491
2021,50.926.955/0001-42,Têxtil e Vestuário,2202657,1190634,1117442,1214134,1214134,537376,294236,68683,313839,0,0.451336010898395
2012,88.610.126/0001-29,Máquinas Equipamentos Veículos e Peças,854613,343858,308481,345735,345735,155059,107598,58020,25058,0,0.450939050421977
2010,82.640.558/0001-04,Têxtil e Vestuário,441310,214647,209068,215283,215283,96735,72437,28949,17162,0,0.450670170093223
2012,91.983.056/0001-69,Metalurgia e Siderurgia,489981,153265,138496,166734,166734,69061,25831,37750,34092,0,0.450598636348808
2023,01.896.779/0001-38,Sem Setor Principal,609302,525802,461861,473095,473095,236871,117145,30656,88423,0,0.450494672899685
2010,02.105.040/0001-23,Securitização de Recebíveis,35417,18624,18462,23480,23480,8383,5496,6,9595,0,0.450118127147766
2017,22.677.520/0001-76,Têxtil e Vestuário,2964558,1161002,1075698,1164514,1164514,522424,245418,327627,69045,0,0.449976830358604
2017,24.624.551/0001-94,Energia Elétrica,223366,31858,31858,34679,34679,14331,20031,8974,-8657,0,0.449839914621131
2009,00.924.429/0001-75,Serviços Transporte e Logística,1065602,272515,176806,187365,187365,122568,57378,3202,4217,0,0.449766067922867
2023,12.108.897/0001-50,Comércio (Atacado e Varejo),1823895,481644,377059,383049,383049,216584,138528,6575,21362,0,0.449676524570014
2015,11.566.501/0001-56,Alimentos,8591000,2253000,1492000,2015000,2015000,1013000,398000,799000,-195000,0,0.449622725255215
2017,42.771.949/0001-35,Serviços Médicos,1211398,530434,451419,500650,500650,238267,85142,162601,14640,0,0.449192547989005
2018,01.838.723/0001-27,Alimentos,34250445,10676317,8929116,10601059,10601059,4794575,3530040,4390950,-2114506,0,0.449085110530158
2014,33.113.309/0001-47,Gráficas e Editoras,1425962,845510,781543,794313,794313,379610,210441,94120,110142,0,0.448971626592234
2012,11.395.624/0001-71,Farmacêutico e Higiene,2951671,902589,840047,870732,870732,405213,277365,185179,2975,0,0.448945200971871
2023,52.548.435/0001-79,Serviços Transporte e Logística,9339971,5163283,4716697,4812150,4812150,2312296,1057501,1090570,351783,0,0.447834449515938
2020,16.590.234/0001-76,Têxtil e Vestuário,1860887,520300,439197,526836,526836,232816,88942,156494,48584,0,0.44746492408226
2014,47.960.950/0001-21,Comércio (Atacado e Varejo),10969885,2274916,2160584,2356673,2356673,1017297,488076,722744,128556,0,0.447180027746079
2011,36.461.242/0001-20,Serviços Médicos,9291731,2080501,1952374,2146861,2146861,930126,679369,358603,178763,0,0.447068278265668
2017,17.184.037/0001-10,Bancos,2205799,698373,658141,658141,658141,312164,236538,60057,49382,0,0.446987498084834
2022,07.437.016/0001-05,Brinquedos e Lazer,128975,63260,33111,45145,45145,28276,9447,14388,-6966,0,0.44698071451154
2021,08.926.302/0001-05,Petróleo e Gás,185718,33016,4617,173599,173599,14756,62261,23714,56813,16055,0.446934819481464
